Country,Year,Category,Percentage,Amount_Billions_USD,Total_Budget_Billions_USD
Japan,2009,Defense,2.52,58.819,2334.08
Japan,2009,Education,9.97,232.708,2334.08
Japan,2009,Health,18.06,421.535,2334.08
Japan,2009,Interest_Payments,5.0,116.704,2334.08
Japan,2009,Infrastructure,9.67,225.706,2334.08
Japan,2009,Agriculture,6.45,150.548,2334.08
Japan,2009,State_Transfers,12.89,300.863,2334.08
Japan,2009,Social_Welfare,22.56,526.568,2334.08
Japan,2009,Administration_and_Others,12.89,300.863,2334.08
Japan,2010,Defense,2.51,60.319,2403.15
Japan,2010,Education,9.97,239.594,2403.15
Japan,2010,Health,18.93,454.916,2403.15
Japan,2010,Interest_Payments,5.0,120.157,2403.15
Japan,2010,Infrastructure,9.54,229.261,2403.15
Japan,2010,Agriculture,6.36,152.84,2403.15
Japan,2010,State_Transfers,12.72,305.681,2403.15
Japan,2010,Social_Welfare,22.25,534.701,2403.15
Japan,2010,Administration_and_Others,12.72,305.681,2403.15
Japan,2011,Defense,2.52,70.774,2808.475
Japan,2011,Education,9.97,280.005,2808.475
Japan,2011,Health,21.69,609.158,2808.475
Japan,2011,Interest_Payments,5.0,140.424,2808.475
Japan,2011,Infrastructure,9.12,256.133,2808.475
Japan,2011,Agriculture,6.08,170.755,2808.475
Japan,2011,State_Transfers,12.16,341.511,2808.475
Japan,2011,Social_Welfare,21.29,597.924,2808.475
Japan,2011,Administration_and_Others,12.16,341.511,2808.475
Japan,2012,Defense,2.48,68.264,2752.591
Japan,2012,Education,9.97,274.433,2752.591
Japan,2012,Health,22.22,611.626,2752.591
Japan,2012,Interest_Payments,5.0,137.63,2752.591
Japan,2012,Infrastructure,9.05,249.109,2752.591
Japan,2012,Agriculture,6.03,165.981,2752.591
Japan,2012,State_Transfers,12.07,332.238,2752.591
Japan,2012,Social_Welfare,21.12,581.347,2752.591
Japan,2012,Administration_and_Others,12.07,332.238,2752.591
Japan,2013,Defense,2.43,55.673,2291.057
Japan,2013,Education,9.97,228.418,2291.057
Japan,2013,Health,22.22,509.073,2291.057
Japan,2013,Interest_Payments,5.0,114.553,2291.057
Japan,2013,Infrastructure,9.06,207.57,2291.057
Japan,2013,Agriculture,6.04,138.38,2291.057
Japan,2013,State_Transfers,12.08,276.76,2291.057
Japan,2013,Social_Welfare,21.14,484.329,2291.057
Japan,2013,Administration_and_Others,12.08,276.76,2291.057
Japan,2014,Defense,2.49,51.922,2085.237
Japan,2014,Education,9.97,207.898,2085.237
Japan,2014,Health,22.57,470.638,2085.237
Japan,2014,Interest_Payments,5.0,104.262,2085.237
Japan,2014,Infrastructure,8.99,187.463,2085.237
Japan,2014,Agriculture,6.0,125.114,2085.237
Japan,2014,State_Transfers,11.99,250.02,2085.237
Japan,2014,Social_Welfare,20.99,437.691,2085.237
Japan,2014,Administration_and_Others,11.99,250.02,2085.237
Japan,2015,Defense,2.54,46.433,1828.086
Japan,2015,Education,9.97,182.26,1828.086
Japan,2015,Health,23.15,423.202,1828.086
Japan,2015,Interest_Payments,5.0,91.404,1828.086
Japan,2015,Infrastructure,8.9,162.7,1828.086
Japan,2015,Agriculture,5.93,108.405,1828.086
Japan,2015,State_Transfers,11.87,216.994,1828.086
Japan,2015,Social_Welfare,20.77,379.693,1828.086
Japan,2015,Administration_and_Others,11.87,216.994,1828.086
Japan,2016,Defense,2.5,50.651,2026.046
Japan,2016,Education,9.97,201.997,2026.046
Japan,2016,Health,23.18,469.637,2026.046
Japan,2016,Interest_Payments,5.0,101.302,2026.046
Japan,2016,Infrastructure,8.9,180.318,2026.046
Japan,2016,Agriculture,5.94,120.347,2026.046
Japan,2016,State_Transfers,11.87,240.492,2026.046
Japan,2016,Social_Welfare,20.78,421.012,2026.046
Japan,2016,Administration_and_Others,11.87,240.492,2026.046
Japan,2017,Defense,2.49,48.179,1934.916
Japan,2017,Education,9.97,192.911,1934.916
Japan,2017,Health,24.46,473.281,1934.916
Japan,2017,Interest_Payments,5.0,96.746,1934.916
Japan,2017,Infrastructure,8.71,168.531,1934.916
Japan,2017,Agriculture,5.81,112.419,1934.916
Japan,2017,State_Transfers,11.62,224.837,1934.916
Japan,2017,Social_Welfare,20.33,393.368,1934.916
Japan,2017,Administration_and_Others,11.62,224.837,1934.916
Japan,2018,Defense,2.62,51.429,1962.95
Japan,2018,Education,9.97,195.706,1962.95
Japan,2018,Health,24.49,480.726,1962.95
Japan,2018,Interest_Payments,5.0,98.147,1962.95
Japan,2018,Infrastructure,8.69,170.58,1962.95
Japan,2018,Agriculture,5.79,113.655,1962.95
Japan,2018,State_Transfers,11.58,227.31,1962.95
Japan,2018,Social_Welfare,20.27,397.89,1962.95
Japan,2018,Administration_and_Others,11.58,227.31,1962.95
Japan,2019,Defense,2.66,54.176,2036.701
Japan,2019,Education,9.97,203.059,2036.701
Japan,2019,Health,24.7,503.065,2036.701
Japan,2019,Interest_Payments,5.0,101.835,2036.701
Japan,2019,Infrastructure,8.65,176.175,2036.701
Japan,2019,Agriculture,5.77,117.518,2036.701
Japan,2019,State_Transfers,11.53,234.832,2036.701
Japan,2019,Social_Welfare,20.19,411.21,2036.701
Japan,2019,Administration_and_Others,11.53,234.832,2036.701
Japan,2020,Defense,2.28,65.909,2890.765
Japan,2020,Education,9.97,288.209,2890.765
Japan,2020,Health,21.95,634.523,2890.765
Japan,2020,Interest_Payments,5.0,144.538,2890.765
Japan,2020,Infrastructure,9.12,263.638,2890.765
Japan,2020,Agriculture,6.08,175.759,2890.765
Japan,2020,State_Transfers,12.16,351.517,2890.765
Japan,2020,Social_Welfare,21.28,615.155,2890.765
Japan,2020,Administration_and_Others,12.16,351.517,2890.765
Japan,2021,Defense,2.51,66.254,2639.592
Japan,2021,Education,9.97,263.167,2639.592
Japan,2021,Health,24.54,647.756,2639.592
Japan,2021,Interest_Payments,5.0,131.98,2639.592
Japan,2021,Infrastructure,8.7,229.645,2639.592
Japan,2021,Agriculture,5.8,153.096,2639.592
Japan,2021,State_Transfers,11.6,306.193,2639.592
Japan,2021,Social_Welfare,20.3,535.837,2639.592
Japan,2021,Administration_and_Others,11.6,306.193,2639.592
Japan,2022,Defense,2.41,52.098,2161.752
Japan,2022,Education,9.97,215.527,2161.752
Japan,2022,Health,25.37,548.436,2161.752
Japan,2022,Interest_Payments,5.0,108.088,2161.752
Japan,2022,Infrastructure,8.59,185.694,2161.752
Japan,2022,Agriculture,5.73,123.868,2161.752
Japan,2022,State_Transfers,11.45,247.521,2161.752
Japan,2022,Social_Welfare,20.04,433.215,2161.752
Japan,2022,Administration_and_Others,11.45,247.521,2161.752
Japan,2023,Defense,2.77,59.031,2131.074
Japan,2023,Education,9.97,212.468,2131.074
Japan,2023,Health,23.3,496.54,2131.074
Japan,2023,Interest_Payments,5.0,106.554,2131.074
Japan,2023,Infrastructure,8.84,188.387,2131.074
Japan,2023,Agriculture,5.9,125.733,2131.074
Japan,2023,State_Transfers,11.79,251.254,2131.074
Japan,2023,Social_Welfare,20.64,439.854,2131.074
Japan,2023,Administration_and_Others,11.79,251.254,2131.074
Japan,2024,Defense,3.25,66.182,2036.377
Japan,2024,Education,9.97,203.027,2036.377
Japan,2024,Health,23.3,474.476,2036.377
Japan,2024,Interest_Payments,5.0,101.819,2036.377
Japan,2024,Infrastructure,8.77,178.59,2036.377
Japan,2024,Agriculture,5.85,119.128,2036.377
Japan,2024,State_Transfers,11.7,238.256,2036.377
Japan,2024,Social_Welfare,20.47,416.846,2036.377
Japan,2024,Administration_and_Others,11.7,238.256,2036.377
Japan,2025,Defense,3.25,70.055,2155.525
Japan,2025,Education,9.97,214.906,2155.525
Japan,2025,Health,23.3,502.237,2155.525
Japan,2025,Interest_Payments,5.0,107.776,2155.525
Japan,2025,Infrastructure,8.77,189.04,2155.525
Japan,2025,Agriculture,5.85,126.098,2155.525
Japan,2025,State_Transfers,11.7,252.196,2155.525
Japan,2025,Social_Welfare,20.47,441.236,2155.525
Japan,2025,Administration_and_Others,11.7,252.196,2155.525
Japan,2026,Defense,3.25,71.105,2187.857
Japan,2026,Education,9.97,218.129,2187.857
Japan,2026,Health,23.3,509.771,2187.857
Japan,2026,Interest_Payments,5.0,109.393,2187.857
Japan,2026,Infrastructure,8.77,191.875,2187.857
Japan,2026,Agriculture,5.85,127.99,2187.857
Japan,2026,State_Transfers,11.7,255.979,2187.857
Japan,2026,Social_Welfare,20.47,447.854,2187.857
Japan,2026,Administration_and_Others,11.7,255.979,2187.857
Kazakhstan,1946,Defense,4.86,0.04,0.83
Kazakhstan,1946,Education,14.76,0.122,0.83
Kazakhstan,1946,Health,9.25,0.077,0.83
Kazakhstan,1946,Interest_Payments,2.97,0.025,0.83
Kazakhstan,1946,Infrastructure,17.04,0.141,0.83
Kazakhstan,1946,Agriculture,3.41,0.028,0.83
Kazakhstan,1946,State_Transfers,17.04,0.141,0.83
Kazakhstan,1946,Social_Welfare,13.63,0.113,0.83
Kazakhstan,1946,Administration_and_Others,17.04,0.141,0.83
Kazakhstan,1947,Defense,4.86,0.042,0.871
Kazakhstan,1947,Education,14.76,0.129,0.871
Kazakhstan,1947,Health,9.25,0.081,0.871
Kazakhstan,1947,Interest_Payments,2.97,0.026,0.871
Kazakhstan,1947,Infrastructure,17.04,0.148,0.871
Kazakhstan,1947,Agriculture,3.41,0.03,0.871
Kazakhstan,1947,State_Transfers,17.04,0.148,0.871
Kazakhstan,1947,Social_Welfare,13.63,0.119,0.871
Kazakhstan,1947,Administration_and_Others,17.04,0.148,0.871
Kazakhstan,1948,Defense,4.86,0.044,0.915
Kazakhstan,1948,Education,14.76,0.135,0.915
Kazakhstan,1948,Health,9.25,0.085,0.915
Kazakhstan,1948,Interest_Payments,2.97,0.027,0.915
Kazakhstan,1948,Infrastructure,17.04,0.156,0.915
Kazakhstan,1948,Agriculture,3.41,0.031,0.915
Kazakhstan,1948,State_Transfers,17.04,0.156,0.915
Kazakhstan,1948,Social_Welfare,13.63,0.125,0.915
Kazakhstan,1948,Administration_and_Others,17.04,0.156,0.915
Kazakhstan,1949,Defense,4.86,0.047,0.961
Kazakhstan,1949,Education,14.76,0.142,0.961
Kazakhstan,1949,Health,9.25,0.089,0.961
Kazakhstan,1949,Interest_Payments,2.97,0.029,0.961
Kazakhstan,1949,Infrastructure,17.04,0.164,0.961
Kazakhstan,1949,Agriculture,3.41,0.033,0.961
Kazakhstan,1949,State_Transfers,17.04,0.164,0.961
Kazakhstan,1949,Social_Welfare,13.63,0.131,0.961
Kazakhstan,1949,Administration_and_Others,17.04,0.164,0.961
Kazakhstan,1950,Defense,4.86,0.049,1.009
Kazakhstan,1950,Education,14.76,0.149,1.009
Kazakhstan,1950,Health,9.25,0.093,1.009
Kazakhstan,1950,Interest_Payments,2.97,0.03,1.009
Kazakhstan,1950,Infrastructure,17.04,0.172,1.009
Kazakhstan,1950,Agriculture,3.41,0.034,1.009
Kazakhstan,1950,State_Transfers,17.04,0.172,1.009
Kazakhstan,1950,Social_Welfare,13.63,0.137,1.009
Kazakhstan,1950,Administration_and_Others,17.04,0.172,1.009
Kazakhstan,1951,Defense,4.86,0.051,1.059
Kazakhstan,1951,Education,14.76,0.156,1.059
Kazakhstan,1951,Health,9.25,0.098,1.059
Kazakhstan,1951,Interest_Payments,2.97,0.031,1.059
Kazakhstan,1951,Infrastructure,17.04,0.18,1.059
Kazakhstan,1951,Agriculture,3.41,0.036,1.059
Kazakhstan,1951,State_Transfers,17.04,0.18,1.059
Kazakhstan,1951,Social_Welfare,13.63,0.144,1.059
Kazakhstan,1951,Administration_and_Others,17.04,0.18,1.059
Kazakhstan,1952,Defense,4.86,0.054,1.112
Kazakhstan,1952,Education,14.76,0.164,1.112
Kazakhstan,1952,Health,9.25,0.103,1.112
Kazakhstan,1952,Interest_Payments,2.97,0.033,1.112
Kazakhstan,1952,Infrastructure,17.04,0.189,1.112
Kazakhstan,1952,Agriculture,3.41,0.038,1.112
Kazakhstan,1952,State_Transfers,17.04,0.189,1.112
Kazakhstan,1952,Social_Welfare,13.63,0.152,1.112
Kazakhstan,1952,Administration_and_Others,17.04,0.189,1.112
Kazakhstan,1953,Defense,4.86,0.057,1.168
Kazakhstan,1953,Education,14.76,0.172,1.168
Kazakhstan,1953,Health,9.25,0.108,1.168
Kazakhstan,1953,Interest_Payments,2.97,0.035,1.168
Kazakhstan,1953,Infrastructure,17.04,0.199,1.168
Kazakhstan,1953,Agriculture,3.41,0.04,1.168
Kazakhstan,1953,State_Transfers,17.04,0.199,1.168
Kazakhstan,1953,Social_Welfare,13.63,0.159,1.168
Kazakhstan,1953,Administration_and_Others,17.04,0.199,1.168
Kazakhstan,1954,Defense,4.86,0.06,1.226
Kazakhstan,1954,Education,14.76,0.181,1.226
Kazakhstan,1954,Health,9.25,0.113,1.226
Kazakhstan,1954,Interest_Payments,2.97,0.036,1.226
Kazakhstan,1954,Infrastructure,17.04,0.209,1.226
Kazakhstan,1954,Agriculture,3.41,0.042,1.226
Kazakhstan,1954,State_Transfers,17.04,0.209,1.226
Kazakhstan,1954,Social_Welfare,13.63,0.167,1.226
Kazakhstan,1954,Administration_and_Others,17.04,0.209,1.226
Kazakhstan,1955,Defense,4.86,0.063,1.287
Kazakhstan,1955,Education,14.76,0.19,1.287
Kazakhstan,1955,Health,9.25,0.119,1.287
Kazakhstan,1955,Interest_Payments,2.97,0.038,1.287
Kazakhstan,1955,Infrastructure,17.04,0.219,1.287
Kazakhstan,1955,Agriculture,3.41,0.044,1.287
Kazakhstan,1955,State_Transfers,17.04,0.219,1.287
Kazakhstan,1955,Social_Welfare,13.63,0.175,1.287
Kazakhstan,1955,Administration_and_Others,17.04,0.219,1.287
Kazakhstan,1956,Defense,4.86,0.066,1.352
Kazakhstan,1956,Education,14.76,0.199,1.352
Kazakhstan,1956,Health,9.25,0.125,1.352
Kazakhstan,1956,Interest_Payments,2.97,0.04,1.352
Kazakhstan,1956,Infrastructure,17.04,0.23,1.352
Kazakhstan,1956,Agriculture,3.41,0.046,1.352
Kazakhstan,1956,State_Transfers,17.04,0.23,1.352
Kazakhstan,1956,Social_Welfare,13.63,0.184,1.352
Kazakhstan,1956,Administration_and_Others,17.04,0.23,1.352
Kazakhstan,1957,Defense,4.86,0.069,1.419
Kazakhstan,1957,Education,14.76,0.209,1.419
Kazakhstan,1957,Health,9.25,0.131,1.419
Kazakhstan,1957,Interest_Payments,2.97,0.042,1.419
Kazakhstan,1957,Infrastructure,17.04,0.242,1.419
Kazakhstan,1957,Agriculture,3.41,0.048,1.419
Kazakhstan,1957,State_Transfers,17.04,0.242,1.419
Kazakhstan,1957,Social_Welfare,13.63,0.193,1.419
Kazakhstan,1957,Administration_and_Others,17.04,0.242,1.419
Kazakhstan,1958,Defense,4.86,0.072,1.49
Kazakhstan,1958,Education,14.76,0.22,1.49
Kazakhstan,1958,Health,9.25,0.138,1.49
Kazakhstan,1958,Interest_Payments,2.97,0.044,1.49
Kazakhstan,1958,Infrastructure,17.04,0.254,1.49
Kazakhstan,1958,Agriculture,3.41,0.051,1.49
Kazakhstan,1958,State_Transfers,17.04,0.254,1.49
Kazakhstan,1958,Social_Welfare,13.63,0.203,1.49
Kazakhstan,1958,Administration_and_Others,17.04,0.254,1.49
Kazakhstan,1959,Defense,4.86,0.076,1.565
Kazakhstan,1959,Education,14.76,0.231,1.565
Kazakhstan,1959,Health,9.25,0.145,1.565
Kazakhstan,1959,Interest_Payments,2.97,0.046,1.565
Kazakhstan,1959,Infrastructure,17.04,0.267,1.565
Kazakhstan,1959,Agriculture,3.41,0.053,1.565
Kazakhstan,1959,State_Transfers,17.04,0.267,1.565
Kazakhstan,1959,Social_Welfare,13.63,0.213,1.565
Kazakhstan,1959,Administration_and_Others,17.04,0.267,1.565
Kazakhstan,1960,Defense,4.86,0.08,1.643
Kazakhstan,1960,Education,14.76,0.242,1.643
Kazakhstan,1960,Health,9.25,0.152,1.643
Kazakhstan,1960,Interest_Payments,2.97,0.049,1.643
Kazakhstan,1960,Infrastructure,17.04,0.28,1.643
Kazakhstan,1960,Agriculture,3.41,0.056,1.643
Kazakhstan,1960,State_Transfers,17.04,0.28,1.643
Kazakhstan,1960,Social_Welfare,13.63,0.224,1.643
Kazakhstan,1960,Administration_and_Others,17.04,0.28,1.643
Kazakhstan,1961,Defense,4.86,0.084,1.725
Kazakhstan,1961,Education,14.76,0.255,1.725
Kazakhstan,1961,Health,9.25,0.16,1.725
Kazakhstan,1961,Interest_Payments,2.97,0.051,1.725
Kazakhstan,1961,Infrastructure,17.04,0.294,1.725
Kazakhstan,1961,Agriculture,3.41,0.059,1.725
Kazakhstan,1961,State_Transfers,17.04,0.294,1.725
Kazakhstan,1961,Social_Welfare,13.63,0.235,1.725
Kazakhstan,1961,Administration_and_Others,17.04,0.294,1.725
Kazakhstan,1962,Defense,4.86,0.088,1.811
Kazakhstan,1962,Education,14.76,0.267,1.811
Kazakhstan,1962,Health,9.25,0.168,1.811
Kazakhstan,1962,Interest_Payments,2.97,0.054,1.811
Kazakhstan,1962,Infrastructure,17.04,0.309,1.811
Kazakhstan,1962,Agriculture,3.41,0.062,1.811
Kazakhstan,1962,State_Transfers,17.04,0.309,1.811
Kazakhstan,1962,Social_Welfare,13.63,0.247,1.811
Kazakhstan,1962,Administration_and_Others,17.04,0.309,1.811
Kazakhstan,1963,Defense,4.86,0.092,1.902
Kazakhstan,1963,Education,14.76,0.281,1.902
Kazakhstan,1963,Health,9.25,0.176,1.902
Kazakhstan,1963,Interest_Payments,2.97,0.056,1.902
Kazakhstan,1963,Infrastructure,17.04,0.324,1.902
Kazakhstan,1963,Agriculture,3.41,0.065,1.902
Kazakhstan,1963,State_Transfers,17.04,0.324,1.902
Kazakhstan,1963,Social_Welfare,13.63,0.259,1.902
Kazakhstan,1963,Administration_and_Others,17.04,0.324,1.902
Kazakhstan,1964,Defense,4.86,0.097,1.997
Kazakhstan,1964,Education,14.76,0.295,1.997
Kazakhstan,1964,Health,9.25,0.185,1.997
Kazakhstan,1964,Interest_Payments,2.97,0.059,1.997
Kazakhstan,1964,Infrastructure,17.04,0.34,1.997
Kazakhstan,1964,Agriculture,3.41,0.068,1.997
Kazakhstan,1964,State_Transfers,17.04,0.34,1.997
Kazakhstan,1964,Social_Welfare,13.63,0.272,1.997
Kazakhstan,1964,Administration_and_Others,17.04,0.34,1.997
Kazakhstan,1965,Defense,4.86,0.102,2.097
Kazakhstan,1965,Education,14.76,0.309,2.097
Kazakhstan,1965,Health,9.25,0.194,2.097
Kazakhstan,1965,Interest_Payments,2.97,0.062,2.097
Kazakhstan,1965,Infrastructure,17.04,0.357,2.097
Kazakhstan,1965,Agriculture,3.41,0.072,2.097
Kazakhstan,1965,State_Transfers,17.04,0.357,2.097
Kazakhstan,1965,Social_Welfare,13.63,0.286,2.097
Kazakhstan,1965,Administration_and_Others,17.04,0.357,2.097
Kazakhstan,1966,Defense,4.86,0.107,2.202
Kazakhstan,1966,Education,14.76,0.325,2.202
Kazakhstan,1966,Health,9.25,0.204,2.202
Kazakhstan,1966,Interest_Payments,2.97,0.065,2.202
Kazakhstan,1966,Infrastructure,17.04,0.375,2.202
Kazakhstan,1966,Agriculture,3.41,0.075,2.202
Kazakhstan,1966,State_Transfers,17.04,0.375,2.202
Kazakhstan,1966,Social_Welfare,13.63,0.3,2.202
Kazakhstan,1966,Administration_and_Others,17.04,0.375,2.202
Kazakhstan,1967,Defense,4.86,0.112,2.312
Kazakhstan,1967,Education,14.76,0.341,2.312
Kazakhstan,1967,Health,9.25,0.214,2.312
Kazakhstan,1967,Interest_Payments,2.97,0.069,2.312
Kazakhstan,1967,Infrastructure,17.04,0.394,2.312
Kazakhstan,1967,Agriculture,3.41,0.079,2.312
Kazakhstan,1967,State_Transfers,17.04,0.394,2.312
Kazakhstan,1967,Social_Welfare,13.63,0.315,2.312
Kazakhstan,1967,Administration_and_Others,17.04,0.394,2.312
Kazakhstan,1968,Defense,4.86,0.118,2.427
Kazakhstan,1968,Education,14.76,0.358,2.427
Kazakhstan,1968,Health,9.25,0.225,2.427
Kazakhstan,1968,Interest_Payments,2.97,0.072,2.427
Kazakhstan,1968,Infrastructure,17.04,0.414,2.427
Kazakhstan,1968,Agriculture,3.41,0.083,2.427
Kazakhstan,1968,State_Transfers,17.04,0.414,2.427
Kazakhstan,1968,Social_Welfare,13.63,0.331,2.427
Kazakhstan,1968,Administration_and_Others,17.04,0.414,2.427
Kazakhstan,1969,Defense,4.86,0.124,2.549
Kazakhstan,1969,Education,14.76,0.376,2.549
Kazakhstan,1969,Health,9.25,0.236,2.549
Kazakhstan,1969,Interest_Payments,2.97,0.076,2.549
Kazakhstan,1969,Infrastructure,17.04,0.434,2.549
Kazakhstan,1969,Agriculture,3.41,0.087,2.549
Kazakhstan,1969,State_Transfers,17.04,0.434,2.549
Kazakhstan,1969,Social_Welfare,13.63,0.347,2.549
Kazakhstan,1969,Administration_and_Others,17.04,0.434,2.549
Kazakhstan,1970,Defense,4.86,0.13,2.676
Kazakhstan,1970,Education,14.76,0.395,2.676
Kazakhstan,1970,Health,9.25,0.248,2.676
Kazakhstan,1970,Interest_Payments,2.97,0.079,2.676
Kazakhstan,1970,Infrastructure,17.04,0.456,2.676
Kazakhstan,1970,Agriculture,3.41,0.091,2.676
Kazakhstan,1970,State_Transfers,17.04,0.456,2.676
Kazakhstan,1970,Social_Welfare,13.63,0.365,2.676
Kazakhstan,1970,Administration_and_Others,17.04,0.456,2.676
Kazakhstan,1971,Defense,4.86,0.137,2.81
Kazakhstan,1971,Education,14.76,0.415,2.81
Kazakhstan,1971,Health,9.25,0.26,2.81
Kazakhstan,1971,Interest_Payments,2.97,0.083,2.81
Kazakhstan,1971,Infrastructure,17.04,0.479,2.81
Kazakhstan,1971,Agriculture,3.41,0.096,2.81
Kazakhstan,1971,State_Transfers,17.04,0.479,2.81
Kazakhstan,1971,Social_Welfare,13.63,0.383,2.81
Kazakhstan,1971,Administration_and_Others,17.04,0.479,2.81
Kazakhstan,1972,Defense,4.86,0.143,2.95
Kazakhstan,1972,Education,14.76,0.435,2.95
Kazakhstan,1972,Health,9.25,0.273,2.95
Kazakhstan,1972,Interest_Payments,2.97,0.088,2.95
Kazakhstan,1972,Infrastructure,17.04,0.503,2.95
Kazakhstan,1972,Agriculture,3.41,0.101,2.95
Kazakhstan,1972,State_Transfers,17.04,0.503,2.95
Kazakhstan,1972,Social_Welfare,13.63,0.402,2.95
Kazakhstan,1972,Administration_and_Others,17.04,0.503,2.95
Kazakhstan,1973,Defense,4.86,0.151,3.098
Kazakhstan,1973,Education,14.76,0.457,3.098
Kazakhstan,1973,Health,9.25,0.287,3.098
Kazakhstan,1973,Interest_Payments,2.97,0.092,3.098
Kazakhstan,1973,Infrastructure,17.04,0.528,3.098
Kazakhstan,1973,Agriculture,3.41,0.106,3.098
Kazakhstan,1973,State_Transfers,17.04,0.528,3.098
Kazakhstan,1973,Social_Welfare,13.63,0.422,3.098
Kazakhstan,1973,Administration_and_Others,17.04,0.528,3.098
Kazakhstan,1974,Defense,4.86,0.158,3.253
Kazakhstan,1974,Education,14.76,0.48,3.253
Kazakhstan,1974,Health,9.25,0.301,3.253
Kazakhstan,1974,Interest_Payments,2.97,0.097,3.253
Kazakhstan,1974,Infrastructure,17.04,0.554,3.253
Kazakhstan,1974,Agriculture,3.41,0.111,3.253
Kazakhstan,1974,State_Transfers,17.04,0.554,3.253
Kazakhstan,1974,Social_Welfare,13.63,0.443,3.253
Kazakhstan,1974,Administration_and_Others,17.04,0.554,3.253
Kazakhstan,1975,Defense,4.86,0.166,3.415
Kazakhstan,1975,Education,14.76,0.504,3.415
Kazakhstan,1975,Health,9.25,0.316,3.415
Kazakhstan,1975,Interest_Payments,2.97,0.101,3.415
Kazakhstan,1975,Infrastructure,17.04,0.582,3.415
Kazakhstan,1975,Agriculture,3.41,0.116,3.415
Kazakhstan,1975,State_Transfers,17.04,0.582,3.415
Kazakhstan,1975,Social_Welfare,13.63,0.466,3.415
Kazakhstan,1975,Administration_and_Others,17.04,0.582,3.415
Kazakhstan,1976,Defense,4.86,0.174,3.586
Kazakhstan,1976,Education,14.76,0.529,3.586
Kazakhstan,1976,Health,9.25,0.332,3.586
Kazakhstan,1976,Interest_Payments,2.97,0.107,3.586
Kazakhstan,1976,Infrastructure,17.04,0.611,3.586
Kazakhstan,1976,Agriculture,3.41,0.122,3.586
Kazakhstan,1976,State_Transfers,17.04,0.611,3.586
Kazakhstan,1976,Social_Welfare,13.63,0.489,3.586
Kazakhstan,1976,Administration_and_Others,17.04,0.611,3.586
Kazakhstan,1977,Defense,4.86,0.183,3.766
Kazakhstan,1977,Education,14.76,0.556,3.766
Kazakhstan,1977,Health,9.25,0.348,3.766
Kazakhstan,1977,Interest_Payments,2.97,0.112,3.766
Kazakhstan,1977,Infrastructure,17.04,0.642,3.766
Kazakhstan,1977,Agriculture,3.41,0.128,3.766
Kazakhstan,1977,State_Transfers,17.04,0.642,3.766
Kazakhstan,1977,Social_Welfare,13.63,0.513,3.766
Kazakhstan,1977,Administration_and_Others,17.04,0.642,3.766
Kazakhstan,1978,Defense,4.86,0.192,3.954
Kazakhstan,1978,Education,14.76,0.584,3.954
Kazakhstan,1978,Health,9.25,0.366,3.954
Kazakhstan,1978,Interest_Payments,2.97,0.117,3.954
Kazakhstan,1978,Infrastructure,17.04,0.674,3.954
Kazakhstan,1978,Agriculture,3.41,0.135,3.954
Kazakhstan,1978,State_Transfers,17.04,0.674,3.954
Kazakhstan,1978,Social_Welfare,13.63,0.539,3.954
Kazakhstan,1978,Administration_and_Others,17.04,0.674,3.954
Kazakhstan,1979,Defense,4.86,0.202,4.152
Kazakhstan,1979,Education,14.76,0.613,4.152
Kazakhstan,1979,Health,9.25,0.384,4.152
Kazakhstan,1979,Interest_Payments,2.97,0.123,4.152
Kazakhstan,1979,Infrastructure,17.04,0.707,4.152
Kazakhstan,1979,Agriculture,3.41,0.142,4.152
Kazakhstan,1979,State_Transfers,17.04,0.707,4.152
Kazakhstan,1979,Social_Welfare,13.63,0.566,4.152
Kazakhstan,1979,Administration_and_Others,17.04,0.707,4.152
Kazakhstan,1980,Defense,4.86,0.212,4.359
Kazakhstan,1980,Education,14.76,0.643,4.359
Kazakhstan,1980,Health,9.25,0.403,4.359
Kazakhstan,1980,Interest_Payments,2.97,0.129,4.359
Kazakhstan,1980,Infrastructure,17.04,0.743,4.359
Kazakhstan,1980,Agriculture,3.41,0.149,4.359
Kazakhstan,1980,State_Transfers,17.04,0.743,4.359
Kazakhstan,1980,Social_Welfare,13.63,0.594,4.359
Kazakhstan,1980,Administration_and_Others,17.04,0.743,4.359
Kazakhstan,1981,Defense,4.86,0.222,4.577
Kazakhstan,1981,Education,14.76,0.676,4.577
Kazakhstan,1981,Health,9.25,0.423,4.577
Kazakhstan,1981,Interest_Payments,2.97,0.136,4.577
Kazakhstan,1981,Infrastructure,17.04,0.78,4.577
Kazakhstan,1981,Agriculture,3.41,0.156,4.577
Kazakhstan,1981,State_Transfers,17.04,0.78,4.577
Kazakhstan,1981,Social_Welfare,13.63,0.624,4.577
Kazakhstan,1981,Administration_and_Others,17.04,0.78,4.577
Kazakhstan,1982,Defense,4.86,0.234,4.806
Kazakhstan,1982,Education,14.76,0.709,4.806
Kazakhstan,1982,Health,9.25,0.445,4.806
Kazakhstan,1982,Interest_Payments,2.97,0.143,4.806
Kazakhstan,1982,Infrastructure,17.04,0.819,4.806
Kazakhstan,1982,Agriculture,3.41,0.164,4.806
Kazakhstan,1982,State_Transfers,17.04,0.819,4.806
Kazakhstan,1982,Social_Welfare,13.63,0.655,4.806
Kazakhstan,1982,Administration_and_Others,17.04,0.819,4.806
Kazakhstan,1983,Defense,4.86,0.245,5.046
