Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Budget_Growth_Pct,Total_Budget_Roll5,Social_Spend_Pct,Guns_Butter_Ratio,Era
Philippines,2003,7.32,14.38,5.46,31.44,20.792,12.42,6.21,6.21,6.21,10.35,1.522,2.99,1.135,6.537,2.582,1.291,1.291,1.291,2.152,3.6490528414755863,19.749000000000002,32.26,0.22690638561686302,Post-Cold-War (1992-2007)
Philippines,2004,6.76,12.75,5.62,34.3,21.224,12.17,6.09,6.09,6.09,10.14,1.435,2.706,1.193,7.28,2.583,1.293,1.293,1.293,2.152,2.077722200846477,20.0528,30.55,0.22127659574468084,Post-Cold-War (1992-2007)
Philippines,2005,6.82,12.42,6.61,32.31,25.98,12.55,6.28,6.28,6.28,10.46,1.772,3.227,1.717,8.394,3.261,1.632,1.632,1.632,2.718,22.408594044477947,21.3984,31.590000000000003,0.21589110477999365,Post-Cold-War (1992-2007)
Philippines,2006,6.89,13.27,6.63,33.86,27.259,11.8,5.9,5.9,5.9,9.84,1.878,3.617,1.807,9.23,3.217,1.608,1.608,1.608,2.682,4.923017705927646,23.063,31.699999999999996,0.21735015772870664,Post-Cold-War (1992-2007)
Philippines,2007,7.1,13.67,6.46,27.74,31.739,13.51,6.75,6.75,6.75,11.26,2.253,4.339,2.05,8.804,4.288,2.142,2.142,2.142,3.574,16.434938919256027,25.3988,33.629999999999995,0.21112102289622361,Post-Cold-War (1992-2007)
Philippines,2008,6.99,14.44,6.51,25.87,36.141,13.86,6.93,6.93,6.93,11.55,2.526,5.219,2.353,9.35,5.009,2.505,2.505,2.505,4.174,13.86937206591259,28.4686,34.81,0.20080436656133294,Post-GFC (2008-2019)
Philippines,2009,6.26,13.21,6.64,23.73,37.409,15.05,7.52,7.52,7.52,12.54,2.342,4.942,2.484,8.877,5.63,2.813,2.813,2.813,4.691,3.508480672919956,31.705600000000004,34.89,0.17942103754657493,Post-GFC (2008-2019)
Philippines,2010,6.38,15.52,7.18,23.36,42.111,14.27,7.13,7.13,7.13,11.89,2.687,6.536,3.024,9.837,6.009,3.002,3.002,3.002,5.007,12.569167847309458,34.931799999999996,36.96,0.17261904761904762,Post-GFC (2008-2019)
Philippines,2011,6.7,15.52,6.17,20.63,46.399,15.3,7.65,7.65,7.65,12.75,3.109,7.201,2.863,9.572,7.099,3.55,3.55,3.55,5.916,10.182612619030662,38.7598,36.989999999999995,0.18113003514463372,Post-GFC (2008-2019)
Philippines,2012,6.25,15.52,6.2,21.13,51.981,15.27,7.64,7.64,7.64,12.73,3.249,8.067,3.223,10.984,7.937,3.971,3.971,3.971,6.617,12.030431690338151,42.8082,37.0,0.16891891891891891,Post-GFC (2008-2019)
Philippines,2013,6.87,15.52,6.47,20.41,54.936,15.22,7.61,7.61,7.61,12.69,3.774,8.526,3.554,11.212,8.361,4.181,4.181,4.181,6.971,5.684769434985859,46.5672,37.21,0.18462778822897072,Post-GFC (2008-2019)
Philippines,2014,6.2,15.52,7.51,19.14,55.884,15.49,7.75,7.75,7.75,12.91,3.465,8.673,4.197,10.696,8.656,4.331,4.331,4.331,7.215,1.7256443861948467,50.2622,38.53,0.16091357383856736,Post-GFC (2008-2019)
Philippines,2015,6.12,15.15,8.26,16.69,60.509,16.14,8.07,8.07,8.07,13.45,3.703,9.167,4.998,10.099,9.766,4.883,4.883,4.883,8.138,8.276071863145095,53.9418,39.55,0.1547408343868521,Post-GFC (2008-2019)
Philippines,2016,5.5,16.64,7.75,15.16,62.72,16.48,8.24,8.24,8.24,13.74,3.45,10.437,4.861,9.508,10.336,5.168,5.168,5.168,8.618,3.654001884017255,57.205999999999996,40.870000000000005,0.13457303645705895,Post-GFC (2008-2019)
Philippines,2017,6.0,19.59,7.62,13.78,65.516,15.9,7.95,7.95,7.95,13.25,3.931,12.835,4.992,9.028,10.417,5.209,5.209,5.209,8.681,4.457908163265323,59.913,43.11000000000001,0.139178844815588,Post-GFC (2008-2019)
Philippines,2018,5.66,18.69,7.35,13.45,72.224,16.45,8.23,8.23,8.23,13.71,4.088,13.499,5.308,9.714,11.881,5.944,5.944,5.944,9.902,10.238720312595383,63.3706,42.5,0.13317647058823529,Post-GFC (2008-2019)
Philippines,2019,5.21,18.16,7.79,12.49,81.751,16.91,8.45,8.45,8.45,14.09,4.259,14.846,6.368,10.211,13.824,6.908,6.908,6.908,11.519,13.190906070004438,68.544,42.849999999999994,0.12158693115519255,Post-GFC (2008-2019)
Philippines,2020,5.0,16.89,9.0,10.83,103.673,17.48,8.74,8.74,8.74,14.57,5.184,17.51,9.331,11.228,18.122,9.061,9.061,9.061,15.105,26.815574121417463,77.1768,43.370000000000005,0.1152870647913304,COVID era (2020+)
Philippines,2021,5.17,16.68,9.82,11.56,110.508,17.03,8.52,8.52,8.52,14.19,5.713,18.433,10.852,12.775,18.82,9.415,9.415,9.415,15.681,6.592844810124143,86.73440000000001,43.53999999999999,0.11874138723013324,COVID era (2020+)
Philippines,2022,5.08,15.7,8.98,12.27,110.233,17.39,8.7,8.7,8.7,14.49,5.6,17.307,9.899,13.526,19.17,9.59,9.59,9.59,15.973,-0.2488507619357816,95.6778,42.08,0.12072243346007605,COVID era (2020+)
Philippines,2023,4.77,16.73,8.77,15.31,108.094,16.33,8.16,8.16,8.16,13.61,5.156,18.084,9.48,16.549,17.652,8.82,8.82,8.82,14.712,-1.940435259858675,102.8518,41.81999999999999,0.11406025824964133,COVID era (2020+)
Philippines,2024,5.44,16.55,8.77,15.31,114.182,16.18,8.09,8.09,8.09,13.48,6.212,18.897,10.014,17.481,18.475,9.237,9.237,9.237,15.392,5.632134993616678,109.33800000000001,41.5,0.1310843373493976,COVID era (2020+)
Philippines,2025,5.44,15.2,8.77,15.31,120.468,16.58,8.29,8.29,8.29,13.82,6.553,18.311,10.565,18.444,19.974,9.987,9.987,9.987,16.649,5.505246010754772,112.697,40.55,0.1341553637484587,COVID era (2020+)
Philippines,2026,5.44,15.2,8.77,15.31,124.684,16.58,8.29,8.29,8.29,13.82,6.783,18.952,10.935,19.089,20.673,10.336,10.336,10.336,17.231,3.4996845635355323,115.53219999999999,40.55,0.1341553637484587,COVID era (2020+)
Poland,1946,4.1,16.8,8.38,0.2,3.192,17.63,10.58,14.1,14.1,14.1,0.131,0.536,0.268,0.006,0.563,0.338,0.45,0.45,0.45,,3.192,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1947,4.1,16.8,8.38,0.2,3.352,17.63,10.58,14.1,14.1,14.1,0.137,0.563,0.281,0.007,0.591,0.355,0.473,0.473,0.473,5.012531328320802,3.2720000000000002,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1948,4.1,16.8,8.38,0.2,3.519,17.63,10.58,14.1,14.1,14.1,0.144,0.591,0.295,0.007,0.62,0.372,0.496,0.496,0.496,4.9821002386635005,3.3543333333333334,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1949,4.1,16.8,8.38,0.2,3.695,17.63,10.58,14.1,14.1,14.1,0.152,0.621,0.31,0.007,0.652,0.391,0.521,0.521,0.521,5.001420858198347,3.4395,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1950,4.1,16.8,8.38,0.2,3.88,17.63,10.58,14.1,14.1,14.1,0.159,0.652,0.325,0.008,0.684,0.411,0.547,0.547,0.547,5.006765899864685,3.5275999999999996,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1951,4.1,16.8,8.38,0.2,4.074,17.63,10.58,14.1,14.1,14.1,0.167,0.684,0.341,0.008,0.718,0.431,0.574,0.574,0.574,5.000000000000004,3.7039999999999997,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1952,4.1,16.8,8.38,0.2,4.278,17.63,10.58,14.1,14.1,14.1,0.175,0.719,0.358,0.009,0.754,0.453,0.603,0.603,0.603,5.007363770250373,3.8891999999999998,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1953,4.1,16.8,8.38,0.2,4.492,17.63,10.58,14.1,14.1,14.1,0.184,0.755,0.376,0.009,0.792,0.475,0.633,0.633,0.633,5.002337540906976,4.083799999999999,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1954,4.1,16.8,8.38,0.2,4.716,17.63,10.58,14.1,14.1,14.1,0.193,0.792,0.395,0.009,0.832,0.499,0.665,0.665,0.665,4.986642920747997,4.287999999999999,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1955,4.1,16.8,8.38,0.2,4.952,17.63,10.58,14.1,14.1,14.1,0.203,0.832,0.415,0.01,0.873,0.524,0.698,0.698,0.698,5.004240882103472,4.5024,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1956,4.1,16.8,8.38,0.2,5.2,17.63,10.58,14.1,14.1,14.1,0.213,0.874,0.436,0.01,0.917,0.55,0.733,0.733,0.733,5.0080775444264924,4.727600000000001,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1957,4.1,16.8,8.38,0.2,5.46,17.63,10.58,14.1,14.1,14.1,0.224,0.917,0.458,0.011,0.963,0.578,0.77,0.77,0.77,5.000000000000004,4.964,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1958,4.1,16.8,8.38,0.2,5.733,17.63,10.58,14.1,14.1,14.1,0.235,0.963,0.48,0.011,1.011,0.607,0.808,0.808,0.808,5.000000000000004,5.2122,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1959,4.1,16.8,8.38,0.2,6.019,17.63,10.58,14.1,14.1,14.1,0.247,1.011,0.504,0.012,1.061,0.637,0.849,0.849,0.849,4.9886621315192725,5.4728,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1960,4.1,16.8,8.38,0.2,6.32,17.63,10.58,14.1,14.1,14.1,0.259,1.062,0.53,0.013,1.114,0.669,0.891,0.891,0.891,5.00083070277455,5.7463999999999995,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1961,4.1,16.8,8.38,0.2,6.636,17.63,10.58,14.1,14.1,14.1,0.272,1.115,0.556,0.013,1.17,0.702,0.936,0.936,0.936,5.000000000000004,6.0336,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1962,4.1,16.8,8.38,0.2,6.968,17.63,10.58,14.1,14.1,14.1,0.286,1.171,0.584,0.014,1.229,0.737,0.983,0.983,0.983,5.003013863773353,6.3351999999999995,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1963,4.1,16.8,8.38,0.2,7.317,17.63,10.58,14.1,14.1,14.1,0.3,1.229,0.613,0.015,1.29,0.774,1.032,1.032,1.032,5.00861079219288,6.651999999999999,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1964,4.1,16.8,8.38,0.2,7.683,17.63,10.58,14.1,14.1,14.1,0.315,1.291,0.644,0.015,1.354,0.813,1.083,1.083,1.083,5.002050020500204,6.9848,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1965,4.1,16.8,8.38,0.2,8.067,17.63,10.58,14.1,14.1,14.1,0.331,1.355,0.676,0.016,1.422,0.853,1.137,1.137,1.137,4.998047637641556,7.3342,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1966,4.1,16.8,8.38,0.2,8.47,17.63,10.58,14.1,14.1,14.1,0.347,1.423,0.71,0.017,1.493,0.896,1.194,1.194,1.194,4.995661336308421,7.7010000000000005,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1967,4.1,16.8,8.38,0.2,8.894,17.63,10.58,14.1,14.1,14.1,0.365,1.494,0.745,0.018,1.568,0.941,1.254,1.254,1.254,5.005903187721361,8.0862,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1968,4.1,16.8,8.38,0.2,9.338,17.63,10.58,14.1,14.1,14.1,0.383,1.569,0.783,0.019,1.646,0.988,1.317,1.317,1.317,4.992129525522815,8.4904,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1969,4.1,16.8,8.38,0.2,9.805,17.63,10.58,14.1,14.1,14.1,0.402,1.647,0.822,0.02,1.729,1.037,1.383,1.383,1.383,5.00107089312487,8.9148,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1970,4.1,16.8,8.38,0.2,10.295,17.63,10.58,14.1,14.1,14.1,0.422,1.73,0.863,0.021,1.815,1.089,1.452,1.452,1.452,4.99745028046914,9.3604,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1971,4.1,16.8,8.38,0.2,10.81,17.63,10.58,14.1,14.1,14.1,0.443,1.816,0.906,0.022,1.906,1.144,1.524,1.524,1.524,5.002428363283151,9.8284,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1972,4.1,16.8,8.38,0.2,11.351,17.63,10.58,14.1,14.1,14.1,0.465,1.907,0.951,0.023,2.001,1.201,1.6,1.6,1.6,5.004625346901026,10.3198,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1973,4.1,16.8,8.38,0.2,11.918,17.63,10.58,14.1,14.1,14.1,0.489,2.002,0.999,0.024,2.101,1.261,1.68,1.68,1.68,4.995154611928454,10.8358,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1974,4.1,16.8,8.38,0.2,12.514,17.63,10.58,14.1,14.1,14.1,0.513,2.102,1.049,0.025,2.206,1.324,1.764,1.764,1.764,5.000839066957541,11.377600000000001,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1975,4.1,16.8,8.38,0.2,13.14,17.63,10.58,14.1,14.1,14.1,0.539,2.207,1.101,0.026,2.317,1.39,1.853,1.853,1.853,5.002397315007201,11.9466,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1976,4.1,16.8,8.38,0.2,13.797,17.63,10.58,14.1,14.1,14.1,0.566,2.318,1.156,0.028,2.432,1.46,1.945,1.945,1.945,5.000000000000004,12.544,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1977,4.1,16.8,8.38,0.2,14.487,17.63,10.58,14.1,14.1,14.1,0.594,2.434,1.214,0.029,2.554,1.533,2.043,2.043,2.043,5.001087192868003,13.171199999999999,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1978,4.1,16.8,8.38,0.2,15.211,17.63,10.58,14.1,14.1,14.1,0.624,2.555,1.275,0.03,2.682,1.609,2.145,2.145,2.145,4.997584040864234,13.8298,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1979,4.1,16.8,8.38,0.2,15.972,17.63,10.58,14.1,14.1,14.1,0.655,2.683,1.338,0.032,2.816,1.69,2.252,2.252,2.252,5.002958385378986,14.5214,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1980,4.1,16.8,8.38,0.2,16.77,17.63,10.58,14.1,14.1,14.1,0.688,2.817,1.405,0.034,2.957,1.774,2.365,2.365,2.365,4.996243425995495,15.247399999999999,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1981,4.1,16.8,8.38,0.2,17.609,17.63,10.58,14.1,14.1,14.1,0.722,2.958,1.476,0.035,3.104,1.863,2.483,2.483,2.483,5.002981514609428,16.009800000000002,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1982,4.1,16.8,8.38,0.2,18.489,17.63,10.58,14.1,14.1,14.1,0.758,3.106,1.549,0.037,3.26,1.956,2.607,2.607,2.607,4.997444488613767,16.810200000000002,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1983,4.1,16.8,8.38,0.2,19.413,17.63,10.58,14.1,14.1,14.1,0.796,3.261,1.627,0.039,3.423,2.054,2.737,2.737,2.737,4.997566120395902,17.650600000000004,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1984,4.1,16.8,8.38,0.2,20.384,17.63,10.58,14.1,14.1,14.1,0.836,3.425,1.708,0.041,3.594,2.157,2.874,2.874,2.874,5.00180291557204,18.532999999999998,53.38,0.07680779318096664,Cold War (1946-1991)
Poland,1985,4.1,16.8,8.38,0.63,21.403,17.52,10.51,14.02,14.02,14.02,0.878,3.596,1.794,0.135,3.75,2.249,3.001,3.001,3.001,4.999018838304536,19.459600000000002,53.22,0.07703870725291244,Cold War (1946-1991)
Poland,1986,4.1,16.8,8.38,0.43,22.474,17.57,10.54,14.06,14.06,14.06,0.921,3.776,1.883,0.097,3.949,2.369,3.16,3.16,3.16,5.003971405877694,20.4326,53.300000000000004,0.07692307692307691,Cold War (1946-1991)
Poland,1987,4.1,16.8,8.38,0.54,23.597,17.55,10.53,14.04,14.04,14.04,0.967,3.964,1.977,0.127,4.141,2.485,3.313,3.313,3.313,4.996885289668063,21.4542,53.26,0.07698084866691701,Cold War (1946-1991)
Poland,1988,4.1,16.8,8.38,0.51,24.777,17.55,10.53,14.04,14.04,14.04,1.016,4.163,2.076,0.126,4.348,2.609,3.479,3.479,3.479,5.000635674026355,22.527,53.26,0.07698084866691701,Cold War (1946-1991)
Poland,1989,4.1,16.8,8.38,9.64,26.016,15.27,9.16,12.22,12.22,12.22,1.067,4.371,2.18,2.508,3.973,2.383,3.179,3.179,3.179,5.000605400169511,23.6534,49.62,0.0826279725916969,Cold War (1946-1991)
Poland,1990,4.1,16.8,8.38,9.64,27.317,15.27,9.16,12.22,12.22,12.22,1.12,4.589,2.289,2.633,4.171,2.502,3.338,3.338,3.338,5.000768757687579,24.836199999999998,49.62,0.0826279725916969,Cold War (1946-1991)
Poland,1991,4.1,16.8,8.38,9.64,35.4,15.27,9.16,12.22,12.22,12.22,1.451,5.947,2.967,3.413,5.406,3.243,4.326,4.326,4.326,29.589632829373635,27.4214,49.62,0.0826279725916969,Cold War (1946-1991)
Poland,1992,4.1,16.8,8.38,9.64,39.058,15.27,9.16,12.22,12.22,12.22,1.601,6.562,3.273,3.765,5.964,3.578,4.773,4.773,4.773,10.333333333333329,30.513600000000004,49.62,0.0826279725916969,Post-Cold-War (1992-2007)
Poland,1993,4.1,16.8,8.38,9.64,39.765,15.27,9.16,12.22,12.22,12.22,1.63,6.68,3.332,3.833,6.072,3.642,4.859,4.859,4.859,1.8101285268062872,33.5112,49.62,0.0826279725916969,Post-Cold-War (1992-2007)
Poland,1994,4.1,16.8,8.38,9.64,45.876,15.27,9.16,12.22,12.22,12.22,1.881,7.707,3.844,4.422,7.005,4.202,5.606,5.606,5.606,15.367785741229723,37.4832,49.62,0.0826279725916969,Post-Cold-War (1992-2007)
Poland,1995,4.1,16.8,8.38,9.33,68.827,15.35,9.21,12.28,12.28,12.28,2.822,11.563,5.768,6.422,10.565,6.339,8.452,8.452,8.452,50.02833725695353,45.785199999999996,49.74,0.08242862887012464,Post-Cold-War (1992-2007)
Poland,1996,3.86,16.8,8.38,2.15,88.05,17.2,10.32,13.76,13.76,13.76,3.399,14.792,7.379,1.893,15.145,9.087,12.116,12.116,12.116,27.929446292879256,56.315200000000004,52.699999999999996,0.07324478178368121,Post-Cold-War (1992-2007)
Poland,1997,4.38,11.28,8.38,9.47,74.493,16.62,9.97,13.3,13.3,13.3,3.263,8.403,6.242,7.054,12.381,7.427,9.908,9.908,9.908,-15.396933560476999,63.40219999999999,46.260000000000005,0.09468223086900128,Post-Cold-War (1992-2007)
Poland,1998,4.56,11.28,8.38,8.97,78.849,16.7,10.02,13.36,13.36,13.36,3.596,8.894,6.608,7.073,13.168,7.901,10.534,10.534,10.534,5.847529298054854,71.21900000000001,46.379999999999995,0.09831824062095731,Post-Cold-War (1992-2007)
Poland,1999,4.5,10.89,8.38,6.93,75.738,17.32,10.39,13.86,13.86,13.86,3.408,8.248,6.347,5.249,13.118,7.869,10.497,10.497,10.497,-3.9455161130768968,77.1914,46.99,0.09576505639497765,Post-Cold-War (1992-2007)
Poland,2000,4.24,11.58,8.38,7.47,75.948,17.08,10.25,13.66,13.66,13.66,3.22,8.795,6.364,5.673,12.972,7.785,10.375,10.375,10.375,0.2772716469935821,78.6156,47.28,0.08967851099830795,Post-Cold-War (1992-2007)
Poland,2001,4.24,11.87,8.89,7.62,87.545,16.84,10.11,13.48,13.48,13.48,3.712,10.392,7.783,6.671,14.743,8.851,11.801,11.801,11.801,15.269658187180713,78.5146,47.72,0.08885163453478626,Post-Cold-War (1992-2007)
Poland,2002,4.2,11.92,9.39,6.94,90.976,16.89,10.13,13.51,13.51,13.51,3.821,10.844,8.543,6.314,15.366,9.216,12.291,12.291,12.291,3.9191273059569376,81.81120000000001,48.33,0.08690254500310367,Post-Cold-War (1992-2007)
Poland,2003,4.18,11.68,8.95,7.03,101.856,17.04,10.22,13.63,13.63,13.63,4.258,11.897,9.116,7.16,17.356,10.41,13.883,13.883,13.883,11.959198030249741,86.4126,47.89,0.08728335769471705,Post-Cold-War (1992-2007)
Poland,2004,4.31,12.32,9.11,6.86,111.556,16.85,10.11,13.48,13.48,13.48,4.808,13.744,10.163,7.653,18.797,11.278,15.038,15.038,15.038,9.523248507697147,93.5762,48.39,0.08906798925397809,Post-Cold-War (1992-2007)
Poland,2005,4.35,12.27,8.99,6.3,130.588,17.02,10.21,13.62,13.62,13.62,5.681,16.023,11.74,8.227,22.226,13.333,17.786,17.786,17.786,17.060489798845424,104.5042,48.49999999999999,0.08969072164948454,Post-Cold-War (1992-2007)
Poland,2006,4.32,12.71,9.0,6.18,145.948,16.95,10.17,13.56,13.56,13.56,6.305,18.55,13.135,9.02,24.738,14.843,19.791,19.791,19.791,11.762183355285337,116.1848,48.830000000000005,0.08847020274421462,Post-Cold-War (1992-2007)
Poland,2007,4.67,11.35,9.54,5.83,173.534,17.15,10.29,13.72,13.72,13.72,8.104,19.696,16.555,10.117,29.761,17.857,23.809,23.809,23.809,18.90125250089072,132.69639999999998,48.33,0.09662735361059384,Post-Cold-War (1992-2007)
Poland,2008,3.97,11.41,10.27,5.53,220.75,17.21,10.32,13.76,13.76,13.76,8.764,25.188,22.671,12.207,37.991,22.781,30.375,30.375,30.375,27.208500927772093,156.4752,49.199999999999996,0.08069105691056912,Post-GFC (2008-2019)
Poland,2009,3.99,11.08,10.5,6.34,186.351,17.02,10.21,13.62,13.62,13.62,7.435,20.648,19.567,11.815,31.717,19.026,25.381,25.381,25.381,-15.582785956964894,171.43419999999998,48.81999999999999,0.08172879967226548,Post-GFC (2008-2019)
Poland,2010,4.0,11.05,9.98,6.4,202.13,17.14,10.29,13.72,13.72,13.72,8.085,22.335,20.173,12.936,34.645,20.799,27.732,27.732,27.732,8.467354615751987,185.74259999999998,48.47,0.08252527336496802,Post-GFC (2008-2019)
Poland,2011,4.06,10.95,10.05,6.76,211.623,17.04,10.23,13.64,13.64,13.64,8.592,23.173,21.268,14.306,36.061,21.649,28.865,28.865,28.865,4.6964824617820256,198.87759999999997,48.28,0.08409279204639601,Post-GFC (2008-2019)
Poland,2012,4.18,11.2,10.07,6.99,200.99,16.89,10.13,13.51,13.51,13.51,8.401,22.511,20.24,14.049,33.947,20.36,27.154,27.154,27.154,-5.024501117553381,204.36880000000002,48.29,0.08656036446469248,Post-GFC (2008-2019)
Poland,2013,4.14,11.57,10.49,6.58,214.17,16.8,10.08,13.44,13.44,13.44,8.867,24.779,22.466,14.092,35.981,21.588,28.784,28.784,28.784,6.5575401761281515,203.0528,48.94,0.08459337964854924,Post-GFC (2008-2019)
Poland,2014,4.47,11.57,10.47,5.23,218.841,17.06,10.24,13.65,13.65,13.65,9.782,25.32,22.913,11.445,37.334,22.409,29.872,29.872,29.872,2.1809777279731213,209.55079999999998,49.339999999999996,0.09059586542359141,Post-GFC (2008-2019)
Poland,2015,5.13,11.54,10.63,4.82,188.61,16.97,10.18,13.58,13.58,13.58,9.676,21.766,20.049,9.091,32.007,19.2,25.613,25.613,25.613,-13.814139032448214,206.84679999999997,49.33,0.10399351307520778,Post-GFC (2008-2019)
Poland,2016,4.72,11.27,10.95,4.61,189.548,17.11,10.27,13.69,13.69,13.69,8.947,21.362,20.756,8.738,32.432,19.467,25.949,25.949,25.949,0.497322517363874,202.4318,49.599999999999994,0.09516129032258065,Post-GFC (2008-2019)
Poland,2017,4.59,11.04,10.94,4.3,208.335,17.28,10.37,13.82,13.82,13.82,9.563,23.0,22.792,8.958,36.0,21.604,28.792,28.792,28.792,9.91147361090594,203.90080000000003,49.62,0.09250302297460701,Post-GFC (2008-2019)
Poland,2018,4.93,11.11,10.83,4.04,226.231,17.27,10.36,13.82,13.82,13.82,11.153,25.134,24.501,9.14,39.07,23.438,31.265,31.265,31.265,8.59001127990975,206.31300000000002,49.58,0.09943525615167406,Post-GFC (2008-2019)
Poland,2019,4.72,11.17,11.01,3.73,234.628,17.34,10.41,13.87,13.87,13.87,11.074,26.208,25.833,8.752,40.685,24.425,32.543,32.543,32.543,3.711692915648168,209.47039999999998,49.919999999999995,0.09455128205128206,Post-GFC (2008-2019)
Poland,2020,4.74,10.06,9.68,3.01,282.574,18.13,10.88,14.5,14.5,14.5,13.394,28.427,27.353,8.505,51.231,30.744,40.973,40.973,40.973,20.43490120531226,228.2632,48.74,0.09725071809601969,COVID era (2020+)
Poland,2021,5.09,10.6,10.53,2.83,293.452,17.74,10.64,14.19,14.19,14.19,14.937,31.106,30.901,8.305,52.058,31.223,41.641,41.641,41.641,3.849611075328929,249.044,49.51,0.10280751363360938,COVID era (2020+)
Poland,2022,5.1,9.97,11.04,3.8,288.706,17.52,10.51,14.02,14.02,14.02,14.724,28.784,31.873,10.971,50.581,30.343,40.477,40.477,40.477,-1.6173002739800602,265.1182,49.05,0.10397553516819572,COVID era (2020+)
Poland,2023,6.98,9.97,11.75,4.79,365.579,16.63,9.98,13.3,13.3,13.3,25.517,36.448,42.955,17.511,60.796,36.485,48.622,48.622,48.622,26.626741390895916,292.9878,48.31999999999999,0.144453642384106,COVID era (2020+)
Poland,2024,8.47,9.97,11.75,4.79,412.968,16.25,9.75,13.0,13.0,13.0,34.978,41.173,48.524,19.781,67.107,40.264,53.686,53.686,53.686,12.962724882993836,328.6558,47.72,0.1774937133277452,COVID era (2020+)
Poland,2025,8.47,9.97,11.75,4.79,465.94,16.25,9.75,13.0,13.0,13.0,39.465,46.454,54.748,22.319,75.715,45.429,60.572,60.572,60.572,12.827143991786283,365.329,47.72,0.1774937133277452,COVID era (2020+)
Poland,2026,8.47,9.97,11.75,4.79,482.248,16.25,9.75,13.0,13.0,13.0,40.846,48.08,56.664,23.1,78.365,47.019,62.692,62.692,62.692,3.500021461990821,403.08820000000003,47.72,0.1774937133277452,COVID era (2020+)
Portugal,1946,4.36,7.21,14.06,2.56,0.481,10.77,7.18,14.36,25.13,14.36,0.021,0.035,0.068,0.012,0.052,0.035,0.069,0.121,0.069,,0.481,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1947,4.36,7.21,14.06,2.56,0.505,10.77,7.18,14.36,25.13,14.36,0.022,0.036,0.071,0.013,0.054,0.036,0.072,0.127,0.072,4.98960498960499,0.493,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1948,4.36,7.21,14.06,2.56,0.53,10.77,7.18,14.36,25.13,14.36,0.023,0.038,0.074,0.014,0.057,0.038,0.076,0.133,0.076,4.950495049504955,0.5053333333333333,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1949,4.36,7.21,14.06,2.56,0.556,10.77,7.18,14.36,25.13,14.36,0.024,0.04,0.078,0.014,0.06,0.04,0.08,0.14,0.08,4.9056603773584895,0.518,60.76,0.0717577353522054,Cold War (1946-1991)
